NB: I medicinali carenti, per i quali il Titolare AIC non abbia provveduto a comunicare la data effettiva di fine carenza, continueranno ad essere presenti nella “Lista dei farmaci temporaneamente carenti”, anche oltre la “data di fine presunta” inizialmente comunicata e indicata nella presente lista;;;;;;;;;;;;
Elenco dei farmaci carenti aggiornato al 06/11/2025;;;;;;;;;;;;
Nome medicinale;Codice AIC;Principio attivo;Forma farmaceutica e dosaggio;Titolare AIC;Data inizio;Fine presunta;Equivalente;Motivazioni;Suggerimenti/Indicazioni AIFA;Nota AIFA;Classe di rimborsabilità;Codice ATC
RETSEVMO;049358029;SELPERCATINIB;80 MG - CAPSULA RIGIDA - USO ORALE - FLACONE (HDPE) - 60 CAPSULE;ELI LILLY NEDERLAND B.V.;15/07/2022;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A CARICO DEL SSN AMBITO OSPED.;L01EX22
REVLIMID;038016147;LENALIDOMIDE;25 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PCTFE/PVC/ALLUMINIO) - 7 CAPSULE;BRISTOL-MYERS SQUIBB PHARMA EEIG;03/11/2025;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
REVLIMID;038016073;LENALIDOMIDE;2,5 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PCTFE/PVC/ALLUMINIO) - 7 CAPSULE;BRISTOL-MYERS SQUIBB PHARMA EEIG;30/11/2025;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A CARICO DEL SSN AMBITO OSPED.;L04AX04
REYATAZ;036196057;ATAZANAVIR SOLFATO;150 MG 60 CAPSULE IN BLISTER USO ORALE;BRISTOL-MYERS SQUIBB PHARMA EEIG;30/11/2020;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A CARICO DEL SSN AMBITO OSPED.;J05AE08
RHESONATIV;039596022;IMMUNOGLOBULINA UMANA ANTI-D;"""625 UL/ML SOLUZIONE INIETTABILE"" 1 FIALA IN VETRO DA 2 ML";OCTAPHARMA ITALY S.P.A.;01/09/2025;;No;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;J06BB01
RHESONATIV;039596010;IMMUNOGLOBULINA UMANA ANTI-D;"""625 UL/ML SOLUZIONE INIETTABILE"" 1 FIALA IN VETRO DA 1ML";OCTAPHARMA ITALY S.P.A.;01/09/2025;;No;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;J06BB01
RICAP;036056012;CITALOPRAM CLORIDRATO;""" 40 MG/ ML GOCCE ORALI, SOLUZIONE "" FLACONE 15 ML";FARMACEUTICI CABER S.R.L.;31/12/2023;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06AB04
RICAP;036056024;CITALOPRAM BROMIDRATO;""" 20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";FARMACEUTICI CABER S.R.L.;30/10/2024;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06AB04
RIFACOL;025303049;RIFAXIMINA;"""2G/100 ML GRANULATO PER SOSPENSIONE ORALE""  FLACONE 60 ML";GRUNENTHAL ITALIA S.R.L.;19/12/2018;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;A07AA11
RIFACOL;025303025;RIFAXIMINA;"""200 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";GRUNENTHAL ITALIA S.R.L.;01/01/2023;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;A07AA11
RIFADIN;021110097;RIFAMPICINA;"""450  MG COMPRESSE RIVESTITE"" 8 COMPRESSE";SANOFI S.R.L.;05/08/2021;;No;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero;;A TOTALE CARICO DEL SSN.;J04AB02
RIFADIN;021110135;RIFAMPICINA;"""600 MG/10 ML POLVERE E SOLVENTE PER SOLUZIONE PER INFUSIONE""1 FLACONCINO POLVERE + 1 FIALA SOLVENTE 10 ML";SANOFI S.R.L.;12/06/2024;;No;Problemi produttivi: distribuzione contingentata;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;Canale retail: saranno evasi solo ordini urgenti secondo DL 219, art. 105, comma 4 - Canale ospedale: distribuzione contingentata sino ad esaurimento dello stock;A TOTALE CARICO DEL SSN.;J04AB02
RIFADIN;021110034;RIFAMPICINA;"""300 MG CAPSULE RIGIDE""8 CAPSULE";SANOFI S.R.L.;21/03/2024;;No;Problemi produttivi: distribuzione contingentata;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A TOTALE CARICO DEL SSN.;J04AB02
RIFATER;026981011;ISONIAZIDE + PIRAZINAMIDE + RIFAMPICINA;"""50 MG/120 MG/300 MG COMPRESSE RIVESTITE"" 40 COMPRESSE";SANOFI S.R.L.;06/02/2025;;No;Elevata richiesta/problemi produttivi: distribuzione contingentata;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A TOTALE CARICO DEL SSN.;J04AM05
RIFINAH;025377033;ISONIAZIDE + RIFAMPICINA;"""300 MG/150 MG COMPRESSE RIVESTITE"" 24 COMPRESSE";SANOFI S.R.L.;16/08/2021;;No;Problemi produttivi: distribuzione contingentata;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A TOTALE CARICO DEL SSN.;J04AM02
RIFOCIN;020009080;RIFAMICINA SODICA;"""90 MG/18 ML CONCENTRATO E SOLVENTE PER SOLUZIONE PER USO INTRALESIONALE E USO CUTANEO"" FIALA CONCENTRATO + FLAC.NO SOLVENTE DA 16,2 ML";SANOFI S.R.L.;12/06/2024;;No;Problemi produttivi: distribuzione contingentata;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;Il medicinale sarà totalmente carente nel canale retail dal 03/06/2025 al 30/11/2025. Dopo tale data, la distribuzione continuerà in modalità contingentata su entrambi i canali.;A TOTALE CARICO DELL'ASSISTITO;J04AB03
RIFOCIN;020009054;RIFAMICINA SODICA;"""500 MG/10 ML SOLUZIONE INIETTABILE PER USO ENDOVENOSO"" 1 FIALA DA 10 ML";SANOFI S.R.L.;24/02/2025;15/11/2025;No;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero;;A TOTALE CARICO DELL'ASSISTITO;J04AB03
RIFOCIN;020009041;RIFAMICINA SODICA;"""250 MG/10 ML SOLUZIONE INIETTABILE PER USO ENDOVENOSO "" 1 FIALA DA 10 ML";SANOFI S.R.L.;24/02/2025;15/11/2025;No;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero;;A TOTALE CARICO DELL'ASSISTITO;J04AB03
RILATEN;023598016;ROCIVERINA;"""10 MG COMPRESSE RIVESTITE"" 30 COMPRESSE IN BLISTER PVC/PVDC/ALLUMINIO";LABORATORI GUIDOTTI S.P.A.;20/11/2024;;No;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;A03AA06
RILUZOLO AUROBINDO;040541070;RILUZOLO;"""50 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER AL/PVC";AUROBINDO PHARMA (ITALIA) S.R.L.;18/01/2026;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N07XX02
RILUZOLO SANDOZ;041946031;RILUZOLO;"""50 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/AL";SANDOZ S.P.A.;19/03/2025;;Sì;Elevata richiesta;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N07XX02
RILUZOLO SUN;040801019;RILUZOLO;""" 50 MG COMPRESSE RIVESTITE CON FILM "" 56 COMPRESSE IN BLISTER PVC/AL";SUN PHARMA FRANCE;31/12/2022;;Sì;Problemi produttivi: forniture discontinue;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N07XX02
RIMMYRAH;051043026;RANIBIZUMAB;10 mg/ml - Soluzione iniettabile - Uso intravitreo - Flaconcino (vetro) 0,23 ml - 1 flaconcino + 1 ago filtro;QILU PHARMA SPAIN S.L.;15/02/2026;30/06/2026;No;Elevata richiesta/problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al MMG. Sono autorizzati e commercializzati in Italia medicinali biosimilari.;;A CARICO DEL SSN AMBITO OSPED.;S01LA04
RINAADVANCE;015598028;XILOMETAZOLINA CLORIDRATO;"""1 MG/ML SPRAY NASALE SOLUZIONE"" 1 FLACONE DA 10 ML";HALEON ITALY S.R.L.;02/02/2026;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;R01AA07
RINALGIT;043266016;MOMETASONE;"""50 MICROGRAMMI/EROGAZIONE SPRAY NASALE, SOSPENSIONE"" 1 FLACONE IN HDPE DA 18 G/140 EROGAZIONI CON POMPA DOSATRICE E ADATTATORE NASALE";ABC FARMACEUTICI S.P.A.;01/01/2026;;Sì;Motivi commerciali;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;R01AD09
RINGER ACETATO BAXTER;030938132;CALCIO CLORURO DIIDRATO + POTASSIO CLORURO + SODIO ACETATO + SODIO CLORURO;"""SOLUZIONE PER INFUSIONE"" 10 SACCHE VIAFLO 1000 ML";BAXTER S.P.A.;24/10/2024;;No;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;B05BB01
RINGER ACETATO BAXTER;030938118;CALCIO CLORURO DIIDRATO + POTASSIO CLORURO + SODIO ACETATO + SODIO CLORURO;"""SOLUZIONE PER INFUSIONE"" 20 SACCHE VIAFLO 500 ML";BAXTER S.P.A.;24/10/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;B05BB01
RINGER ACETATO FKI;030772040;CLORURO DI CALCIO + POTASSIO CLORURO + SODIO ACETATO + SODIO CLORURO;"""SOLUZIONE PER INFUSIONE"" 1 FLACONCINO 500 ML";FRESENIUS KABI ITALIA S.R.L.;15/10/2023;;Sì;Cessata commercializzazione temporanea;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;B05BB01
RINGER LATTATO B. BRAUN;034302036;ACIDO LATTICO + CLORURO DI CALCIO + POTASSIO CLORURO + SODIO CLORURO + SODIO IDROSSIDO;""" SOLUZIONE PER INFUSIONE "" 10 FLACONI 500 ML";B. BRAUN MELSUNGEN AG;22/08/2025;31/01/2026;No;Elevata richiesta;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al MMG. Sono autorizzati e commercializzati in Italia medicinali con medesimo principio attivo, forma farmaceutica, via di somministrazione, modalità di rilascio, dosaggio, e indicazioni terapeutiche ma formato differente;;A TOTALE CARICO DELL'ASSISTITO;B05BB01
RINGER LATTATO BAXTER;030939348;CALCIO CLORURO DIIDRATO + POTASSIO CLORURO + SODIO CLORURO + SODIO LATTATO AL 60%;"""SOLUZIONE PER INFUSIONE"" 10 SACCHE VIAFLO 1000 ML";BAXTER S.P.A.;23/10/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;B05BB01
RINGER LATTATO BAXTER;030939324;CALCIO CLORURO DIIDRATO + POTASSIO CLORURO + SODIO CLORURO + SODIO LATTATO AL 60%;"""SOLUZIONE PER INFUSIONE"" 20 SACCHE VIAFLO 500 ML";BAXTER S.P.A.;23/10/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;B05BB01
RINOGUTT;023547019;TRAMAZOLINA CLORIDRATO;"1 MG/ML SPRAY NASALE, SOLUZIONE"" 1 FLACONE DA 10 ML";OPELLA HEALTHCARE ITALY S.R.L.;01/04/2025;;No;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DELL'ASSISTITO;R01AA09
RIOPAN;027103023;MAGALDRATO;"""800 MG COMPRESSE MASTICABILI"" 40 COMPRESSE";TAKEDA ITALIA S.P.A.;21/10/2022;;Sì;Problemi produttivi: forniture discontinue;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;A02AD02
RIOPAN;027103035;MAGALDRATO;"""80 MG/ML SOSPENSIONE ORALE"" 40 BUSTINE 10 ML";TAKEDA ITALIA S.P.A.;14/10/2022;;Sì;Elevata richiesta: forniture discontinue;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;A02AD02
RIPOL;041732052;PROPOFOL;"""20 MG/ML EMULSIONE INIETTABILE O PER INFUSIONE"" 1 FLACONCINO IN VETRO DA 50 ML";ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;31/08/2024;;Sì;Motivi commerciali;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A CARICO DEL SSN AMBITO OSPED.;N01AX10
RIPOL;041732013;PROPOFOL;"""10 MG/ML EMULSIONE INIETTABILE O PER INFUSIONE"" 5 FIALE IN VETRO DA 20 ML";ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;30/09/2024;;Sì;Motivi commerciali;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;N01AX10
RIPOL;041732037;PROPOFOL;"""10 MG/ML EMULSIONE INIETTABILE O PER INFUSIONE"" 1 FLACONCINO IN VETRO DA 50 ML";ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;31/07/2024;;Sì;Motivi commerciali;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;N01AX10
RISEDRONATO ACCORDPHARMA;040924019;RISEDRONATE SODIUM;"""75 MG COMPRESSE RIVESTITE CON FILM"" 2 COMPRESSE IN BLISTER PVC/PVDC-AL";ACCORD HEALTHCARE, S.L.U.;12/02/2024;;Sì;Cessata commercializzazione temporanea;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;M05BA07
RISEDRONATO AUROBINDO;040835136;RISEDRONATO SODICO;"""35 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";AUROBINDO PHARMA (ITALIA) S.R.L.;16/08/2025;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;M05BA07
RISEDRONATO AUROBINDO;040835151;RISEDRONATO SODICO;"""75 MG COMPRESSE RIVESTITE CON FILM"" 2 COMPRESSE IN BLISTER PVC-AL";AUROBINDO PHARMA (ITALIA) S.R.L.;13/01/2026;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;M05BA07
RISEDRONATO EG;039970227;RISEDRONATO SODICO;"""35 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";EG S.P.A.;24/09/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;M05BA07
RISEDRONATO EG STADA;043288012;RISEDRONATO SODICO;"""75 MG COMPRESSE RIVESTITE CON FILM"" 2 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;19/01/2026;;Sì;Elevata richiesta;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;M05BA07
RISEDRONATO MYLAN;040069039;RISEDRONATE SODIUM;"""35 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";MYLAN S.P.A.;20/01/2026;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;M05BA07
RISEDRONATO ZENTIVA;046778015;RISEDRONATO SODICO;"""35 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";ZENTIVA ITALIA S.R.L.;14/02/2025;;Sì;Elevata richiesta/problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;M05BA07
RISPERIDONE MYLAN GENERICS;038188037;RISPERIDONE;"""1 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 100 ML";MYLAN S.P.A.;01/10/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N05AX08
RISPERIDONE MYLAN PHARMA;040616043;RISPERIDONE;"""1 MG COMPRESSE RIVESTITE CON FILM"" 60 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";MYLAN S.P.A.;10/05/2025;;Sì;Elevata richiesta;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N05AX08
RISPERIDONE MYLAN PHARMA;040616082;RISPERIDONE;"""2 MG COMPRESSE RIVESTITE CON FILM"" 60 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";MYLAN S.P.A.;01/11/2025;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N05AX08
RISPERIDONE SANDOZ;037599406;RISPERIDONE;"""3 MG COMPRESSE RIVESTITE CON FILM"" 60 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";SANDOZ S.P.A.;28/02/2026;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N05AX08
RISPERIDONE TEVA GROUP;049100047;RISPERIDONE;"""37,5 MG POLVERE E SOLVENTE PER SOSPENSIONE INIETTABILE A RILASCIO PROLUNGATO"" 1 X (1 FLACONCINO POLVERE + 1 ADATTATORE PER FLACONCINO + 1 SIRINGA PRERIEMPITA 2 ML SOLVENTE + 2 AGHI DI SICUREZZA)";TEVA ITALIA S.R.L.;19/09/2025;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A CARICO DEL SSN AMBITO OSPED.;N05AX08
RISPERIDONE TEVA GROUP;049100011;RISPERIDONE;"""25 MG POLVERE E SOLVENTE PER SOSPENSIONE INIETTABILE A RILASCIO PROLUNGATO"" 1 X (1 FLACONCINO POLVERE + 1 ADATTATORE PER FLACONCINO + 1 SIRINGA PRERIEMPITA 2 ML SOLVENTE + 2 AGHI DI SICUREZZA)";TEVA ITALIA S.R.L.;07/07/2025;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero, nel caso in cui le strutture interessate riscontrino discontinuità nella fornitura, a livello delle reti distributive cui hanno accesso;;A CARICO DEL SSN AMBITO OSPED.;N05AX08
RISPERIDONE TEVA GROUP;049100074;RISPERIDONE;"""50 MG POLVERE E SOLVENTE PER SOSPENSIONE INIETTABILE A RILASCIO PROLUNGATO"" 1 X (1 FLACONCINO POLVERE + 1 ADATTATORE PER FLACONCINO + 1 SIRINGA PRERIEMPITA 2 ML SOLVENTE + 2 AGHI DI SICUREZZA)";TEVA ITALIA S.R.L.;09/12/2024;;Sì;Problemi produttivi;Si rilascia autorizzazione all’importazione alle strutture sanitarie per analogo autorizzato all’estero;;A CARICO DEL SSN AMBITO OSPED.;N05AX08
RIVAROXABAN ZENTIVA ITALIA;048343038;RIVAROXABAN;"""2,5 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;27/12/2024;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;B01AF01
RIVASTIGMINA MYLAN PHARMA;041260062;RIVASTIGMINA;"""9,5 MG/24 ORE CEROTTO TRANSDERMICO"" 30 CEROTTI IN BUSTINA CARTA/PET/AL/PAN";MYLAN S.P.A.;31/12/2022;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06DA03
RIVASTIGMINA MYLAN PHARMA;041260023;RIVASTIGMINA;"""4,6 MG/24 ORE CEROTTO TRANSDERMICO"" 30 CEROTTI IN BUSTINA CARTA/PET/AL/PAN";MYLAN S.P.A.;15/09/2022;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06DA03
RIVASTIGMINA MYLAN PHARMA;041260148;RIVASTIGMINA;"""9,5 MG/24 ORE CEROTTO TRANSDERMICO"" 30 CEROTTI IN BUSTINA CARTA/PET/PE/AL/LASPOLD";MYLAN S.P.A.;15/09/2025;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06DA03
RIVASTIGMINA ZENTIVA;041258132;RIVASTIGMINA;"""13,3 MG/24 H CEROTTO TRANSDERMICO"" 30 CEROTTI IN BUSTINE PAP/PET/AL/PAN";ZENTIVA ITALIA S.R.L.;15/10/2021;;Sì;Problemi produttivi: forniture discontinue;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06DA03
RIVASTIGMINA ZENTIVA;041258029;RIVASTIGMINA;"""4,6 MG/24 ORE CEROTTO TRANSDERMICO"" 30 CEROTTI IN BUSTINA CARTA/PET/AL/PAN";ZENTIVA ITALIA S.R.L.;09/09/2024;;Sì;Elevata richiesta;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06DA03
RIVASTIGMINA ZENTIVA;041258068;RIVASTIGMINA;"""9,5 MG/24 ORE CEROTTO TRANSDERMICO"" 30 CEROTTI IN BUSTINA CARTA/PET/AL/PAN";ZENTIVA ITALIA S.R.L.;09/12/2024;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06DA03
RIVASTIGMINA ZENTIVA;041258233;RIVASTIGMINA;"“9,5 MG/24 ORE CEROTTO TRANSDERMICO"" 30 CEROTTI IN BUSTINA CARTA/PET/PE/AL/LasPolD";ZENTIVA ITALIA S.R.L.;31/08/2025;;Sì;Elevata richiesta/problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06DA03
RIVASTIGMINA ZENTIVA;041258171;RIVASTIGMINA;"“4,6 MG/24 ORE CEROTTO TRANSDERMICO"" 30 CEROTTI IN BUSTINA CARTA/PET/PE/AL/LasPolD";ZENTIVA ITALIA S.R.L.;31/08/2025;;Sì;Elevata richiesta/problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N06DA03
RIXUBIS;043796010;FATTORE IX DELLA COAGULAZIONE;250 UI - POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE - USO ENDOVENOSO - FLACONCINO (VETRO) 250UI 5 ML (50UI/ML) - 1 FLACONCINO;BAXALTA INNOVATIONS GMBH;31/10/2019;;No;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;B02BD04
RIZATRIPTAN AUROBINDO;041562024;RIZATRIPTAN;"""10 MG COMPRESSE ORODISPERSIBILI"" 3 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA (ITALIA) S.R.L.;14/10/2022;;Sì;Cessata commercializzazione definitiva;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N02CC04
RIZATRIPTAN AUROBINDO;041562036;RIZATRIPTAN;"""10 MG COMPRESSE ORODISPERSIBILI"" 6 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA (ITALIA) S.R.L.;16/02/2026;;Sì;Elevata richiesta/problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N02CC04
RIZATRIPTAN EG;040091023;RIZATRIPTAN;"""10 MG COMPRESSE ORODISPERSIBILI"" 6 COMPRESSE IN AL/AL BLISTER";EG S.P.A.;16/11/2025;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N02CC04
RIZATRIPTAN EG;040091011;RIZATRIPTAN;"""10 MG COMPRESSE ORODISPERSIBILI"" 3 COMPRESSE IN AL/AL BLISTER";EG S.P.A.;16/02/2026;;Sì;Problemi produttivi;Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G;;A TOTALE CARICO DEL SSN.;N02CC04
